timestamp,data_transfer_rate,error_rate,response_time,Ultrasound range( (signal strength)-(0-100)Db,Updates per second,Ranges(m),2D Camera resolution,Frames per second,Point cloud Density,Points per second,ultrasound data type,camera data type,lidar data type,status,is_malicious
4/1/2023 1:18,92.73822258,0.009742454,263.5848396,96,51,3,RGB: 1024 x 768,20,PCD: 1024 x 1024,19432,numeric array,numeric array,numeric array,normal,0
4/1/2023 0:11,76.6505624,0.010697489,175.9141475,45,117,6,RGB: 1024 x 768,42,PCD: 1024 x 1024,18446,numeric array,numeric array,numeric array,normal,0
4/1/2023 0:28,117.8151908,0.004515625,281.8560895,84,55,2,RGB: 1024 x 768,59,PCD: 1024 x 1024,38961,numeric array,numeric array,numeric array,normal,0
4/1/2023 0:33,75.88660203,0.002964564,128.5966412,153,172,6,RGB: 1024 x 768,93,PCD: 1024 x 1024,13805,alphanumeric array,alphanumeric array,numeric array,normal,0
4/1/2023 0:40,125.1017814,0.010008915,195.1673045,67,88,0,RGB: 1024 x 768,33,PCD: 1024 x 1024,36696,numeric array,numeric array,numeric array,error,0
4/1/2023 0:12,109.4861161,0.016140151,165.3521498,83,53,5,RGB: 1024 x 768,60,PCD: 1024 x 1024,28263,numeric array,numeric array,numeric array,normal,0
4/1/2023 0:58,73.78545235,0.022929876,165.5675046,75,58,3,RGB: 1024 x 768,29,PCD: 1024 x 1024,35940,numeric array,numeric array,numeric array,normal,0
4/1/2023 0:29,96.30906268,0.001371144,239.3638147,38,115,6,RGB: 1024 x 768,25,PCD: 1024 x 1024,28942,numeric array,numeric array,numeric array,normal,0
4/1/2023 0:54,129.1182615,0.020967248,216.9764394,48,87,2,RGB: 1024 x 768,39,PCD: 1024 x 1024,24203,numeric array,numeric array,numeric array,normal,0
4/1/2023 0:21,114.3505348,0.015594473,221.8753102,85,55,5,RGB: 1024 x 768,33,PCD: 1024 x 1024,32920,numeric array,numeric array,numeric array,normal,0
4/1/2023 1:11,98.48078922,0.015554556,240.1363786,2,73,0,RGB: 1024 x 768,47,PCD: 1024 x 1024,24796,numeric array,numeric array,numeric array,normal,0
4/1/2023 1:05,91.6582188,0.007775268,172.0591854,95,112,4,RGB: 1024 x 768,22,PCD: 1024 x 1024,32010,numeric array,numeric array,numeric array,normal,0
4/1/2023 0:15,117.9256994,0.015470898,151.7086615,33,43,6,RGB: 1024 x 768,48,PCD: 1024 x 1024,11180,numeric array,numeric array,numeric array,normal,0
4/1/2023 0:13,101.4418117,0.013577465,82.87608312,44,65,3,RGB: 1024 x 768,29,PCD: 1024 x 1024,12792,numeric array,numeric array,numeric array,slow,0
4/1/2023 0:07,82.03183161,0.007540215,140.46271,47,99,1,RGB: 1024 x 768,47,PCD: 1024 x 1024,21735,numeric array,numeric array,numeric array,normal,0
4/1/2023 1:18,100.5101214,0.001559828,138.0919428,58,108,4,RGB: 1024 x 768,18,PCD: 1024 x 1024,32188,numeric array,numeric array,numeric array,normal,0
4/1/2023 0:21,102.8807367,-0.001507359,295.8643984,24,64,1,RGB: 1024 x 768,49,PCD: 1024 x 1024,15473,numeric array,numeric array,numeric array,normal,0
4/1/2023 0:09,109.491728,0.010230032,246.7070721,84,75,0,RGB: 1024 x 768,46,PCD: 1024 x 1024,15409,numeric array,numeric array,numeric array,normal,0
4/1/2023 0:06,91.00911032,0.017577224,268.1803648,14,120,4,RGB: 1024 x 768,46,PCD: 1024 x 1024,27500,numeric array,numeric array,numeric array,normal,0
4/1/2023 0:52,107.7344213,0.006246398,162.6448623,84,41,1,RGB: 1024 x 768,54,PCD: 1024 x 1024,36711,numeric array,numeric array,numeric array,normal,0
4/1/2023 0:39,86.13650284,-0.001227929,178.2589694,93,115,5,RGB: 1024 x 768,50,PCD: 1024 x 1024,38590,numeric array,numeric array,numeric array,error,0
4/1/2023 0:25,126.583774,0.002159278,287.2051592,57,42,1,RGB: 1024 x 768,41,PCD: 1024 x 1024,15158,numeric array,numeric array,numeric array,normal,0
4/1/2023 0:41,89.65408339,0.015946132,118.8839693,83,34,3,RGB: 1024 x 768,25,PCD: 1024 x 1024,38625,numeric array,numeric array,numeric array,normal,0
4/1/2023 0:04,121.6190993,0.008625773,182.9829759,3,98,2,RGB: 1024 x 768,16,PCD: 1024 x 1024,13436,numeric array,numeric array,numeric array,normal,0
4/1/2023 0:18,70.02698973,0.012084008,238.783765,3,34,0,RGB: 1024 x 768,45,PCD: 1024 x 1024,26174,numeric array,numeric array,numeric array,normal,0
4/1/2023 1:19,115.4411965,0.00807604,204.1101463,59,44,4,RGB: 1024 x 768,55,PCD: 1024 x 1024,19130,numeric array,numeric array,numeric array,normal,0
4/1/2023 1:03,115.5413148,0.011963842,173.8982855,98,73,6,RGB: 1024 x 768,48,PCD: 1024 x 1024,17799,numeric array,numeric array,numeric array,normal,0
4/1/2023 1:23,112.1205428,0.003091154,206.296191,86,33,4,RGB: 1024 x 768,26,PCD: 1024 x 1024,20262,numeric array,numeric array,numeric array,normal,0
4/1/2023 0:02,48.04971779,0.278591609,790.8552863,88,114,4,RGB: 1024 x 768,36,PCD: 1024 x 1024,29505,numeric array,numeric array,numeric array,slow,1
4/1/2023 0:27,84.90186152,0.012591095,198.8845731,65,89,4,RGB: 1024 x 768,42,PCD: 1024 x 1024,20073,numeric array,numeric array,numeric array,normal,0
4/1/2023 1:15,111.4936446,0.005684051,185.6148556,42,78,1,RGB: 1024 x 768,20,PCD: 1024 x 1024,39914,numeric array,numeric array,numeric array,normal,0
4/1/2023 0:15,78.27979149,0.011996141,157.419138,76,82,6,RGB: 1024 x 768,39,PCD: 1024 x 1024,38869,numeric array,numeric array,numeric array,normal,0
4/1/2023 0:54,95.67941689,0.014048288,202.8877073,34,82,2,RGB: 1024 x 768,22,PCD: 1024 x 1024,23373,numeric array,numeric array,numeric array,normal,0
4/1/2023 1:18,106.1445418,0.012516162,165.4830938,52,65,1,RGB: 1024 x 768,31,PCD: 1024 x 1024,22657,numeric array,numeric array,numeric array,normal,0
4/1/2023 1:17,105.7957398,0.011188659,164.4654004,49,114,6,RGB: 1024 x 768,49,PCD: 1024 x 1024,10957,numeric array,numeric array,numeric array,normal,0
4/1/2023 0:03,112.8459819,0.006794594,288.2412942,78,118,0,RGB: 1024 x 768,53,PCD: 1024 x 1024,21143,numeric array,numeric array,numeric array,normal,0
4/1/2023 0:44,96.33879289,0.008069436,143.4739772,51,58,6,RGB: 1024 x 768,22,PCD: 1024 x 1024,35602,numeric array,numeric array,numeric array,normal,0
4/1/2023 0:32,120.6165714,0.013989876,218.4526024,93,53,1,RGB: 1024 x 768,32,PCD: 1024 x 1024,24658,numeric array,numeric array,numeric array,normal,0
4/1/2023 0:22,99.77035226,0.011679841,231.2966048,70,44,4,RGB: 1024 x 768,34,PCD: 1024 x 1024,23827,numeric array,numeric array,numeric array,normal,0
4/1/2023 1:19,77.54113532,0.008806972,255.2087578,22,60,1,RGB: 1024 x 768,46,PCD: 1024 x 1024,38522,numeric array,numeric array,numeric array,normal,0
4/1/2023 0:09,104.9039106,0.005387935,216.2742556,47,57,4,RGB: 1024 x 768,25,PCD: 1024 x 1024,20629,numeric array,numeric array,numeric array,normal,0
4/1/2023 0:44,115.4587088,0.006843794,166.4394462,100,120,4,RGB: 1024 x 768,46,PCD: 1024 x 1024,11495,numeric array,numeric array,numeric array,normal,0
4/1/2023 0:25,96.94489375,0.004504804,226.6011216,14,112,4,RGB: 1024 x 768,55,PCD: 1024 x 1024,31319,numeric array,numeric array,numeric array,normal,0
4/1/2023 1:07,111.753845,0.015310837,209.0738941,69,110,4,RGB: 1024 x 768,43,PCD: 1024 x 1024,36670,numeric array,numeric array,numeric array,normal,0
4/1/2023 0:05,84.15074568,0.10421346,609.2777529,7,95,3,RGB: 1024 x 768,20,PCD: 1024 x 1024,11469,numeric array,numeric array,numeric array,slow,1
4/1/2023 0:14,92.23583051,0.010629507,241.3226555,47,39,1,RGB: 1024 x 768,38,PCD: 1024 x 1024,35794,numeric array,numeric array,numeric array,normal,0
4/1/2023 0:40,99.64671774,0.002070772,210.9284444,25,119,4,RGB: 1024 x 768,48,PCD: 1024 x 1024,33066,numeric array,numeric array,numeric array,normal,0
4/1/2023 1:08,113.2928678,0.013090342,271.2141707,46,56,5,RGB: 1024 x 768,21,PCD: 1024 x 1024,39220,numeric array,numeric array,numeric array,normal,0
4/1/2023 0:12,89.1138428,0.010921545,187.0139414,75,50,0,RGB: 1024 x 768,40,PCD: 1024 x 1024,35522,numeric array,numeric array,numeric array,normal,0
4/1/2023 0:59,96.5878561,0.020186053,172.9618323,17,33,4,RGB: 1024 x 768,15,PCD: 1024 x 1024,20183,numeric array,numeric array,numeric array,normal,0
4/1/2023 1:21,120.4017385,0.004646668,219.7063255,9,61,2,RGB: 1024 x 768,60,PCD: 1024 x 1024,11419,numeric array,numeric array,numeric array,normal,0
4/1/2023 1:05,114.4045719,0.005115271,163.1369162,82,35,2,RGB: 1024 x 768,47,PCD: 1024 x 1024,13975,numeric array,numeric array,numeric array,normal,0
4/1/2023 0:25,93.14355615,0.008033089,149.8349085,77,34,4,RGB: 1024 x 768,51,PCD: 1024 x 1024,30791,numeric array,numeric array,numeric array,normal,0
4/1/2023 0:17,123.6098014,0.017651673,228.8758477,79,32,0,RGB: 1024 x 768,19,PCD: 1024 x 1024,23125,numeric array,numeric array,numeric array,normal,0
4/1/2023 1:19,101.4671994,0.005005896,230.2012423,29,30,1,RGB: 1024 x 768,48,PCD: 1024 x 1024,30440,numeric array,numeric array,numeric array,normal,0
4/1/2023 1:11,93.5453602,0.009988809,191.0398673,100,101,2,RGB: 1024 x 768,15,PCD: 1024 x 1024,35189,numeric array,numeric array,numeric array,normal,0
4/1/2023 0:22,108.6893725,0.008635777,268.4934112,10,84,6,RGB: 1024 x 768,41,PCD: 1024 x 1024,16832,numeric array,numeric array,numeric array,normal,0
4/1/2023 0:00,80.07720927,0.009928648,244.8249835,72,102,3,RGB: 1024 x 768,47,PCD: 1024 x 1024,28008,numeric array,numeric array,numeric array,normal,0
4/1/2023 0:15,96.38145913,0.014086531,164.9375228,74,79,0,RGB: 1024 x 768,22,PCD: 1024 x 1024,32945,numeric array,numeric array,numeric array,normal,0
4/1/2023 0:25,97.78596121,0.011826971,202.2032317,21,119,4,RGB: 1024 x 768,34,PCD: 1024 x 1024,34652,numeric array,numeric array,numeric array,error,0
4/1/2023 0:44,81.51215028,0.005219707,201.8301828,69,88,3,RGB: 1024 x 768,46,PCD: 1024 x 1024,28973,numeric array,numeric array,numeric array,normal,0
4/1/2023 1:03,92.0755443,0.018416573,295.0956574,27,105,3,RGB: 1024 x 768,20,PCD: 1024 x 1024,27368,numeric array,numeric array,numeric array,normal,0
4/1/2023 1:08,98.3378116,0.00235113,181.4743322,84,114,4,RGB: 1024 x 768,57,PCD: 1024 x 1024,36421,numeric array,numeric array,numeric array,normal,0
4/1/2023 0:33,88.11370119,0.018385579,200.0269681,88,104,5,RGB: 1024 x 768,32,PCD: 1024 x 1024,24741,numeric array,numeric array,numeric array,normal,0
4/1/2023 0:17,113.2548991,0.005989003,116.9209505,84,116,0,RGB: 1024 x 768,39,PCD: 1024 x 1024,20081,numeric array,numeric array,numeric array,normal,0
4/1/2023 0:41,101.2883951,0.006343727,165.8309482,40,42,3,RGB: 1024 x 768,17,PCD: 1024 x 1024,33400,numeric array,numeric array,numeric array,normal,0
4/1/2023 0:50,118.0039262,0.012073922,239.2987049,57,109,2,RGB: 1024 x 768,33,PCD: 1024 x 1024,32498,numeric array,numeric array,numeric array,error,0
4/1/2023 0:42,128.0644776,0.010446976,112.1106288,19,112,6,RGB: 1024 x 768,42,PCD: 1024 x 1024,25429,numeric array,numeric array,numeric array,normal,0
4/1/2023 0:48,89.21751419,0.015154597,204.9562896,44,41,4,RGB: 1024 x 768,37,PCD: 1024 x 1024,22539,numeric array,numeric array,numeric array,normal,0
4/1/2023 0:51,108.5858547,0.013218344,203.8687141,43,87,4,RGB: 1024 x 768,57,PCD: 1024 x 1024,25260,numeric array,numeric array,numeric array,normal,0
4/1/2023 1:17,109.3992046,0.005929234,157.9246271,69,73,6,RGB: 1024 x 768,53,PCD: 1024 x 1024,27539,numeric array,numeric array,numeric array,error,0
4/1/2023 0:14,94.1844766,0.012654472,253.7510607,2,36,2,RGB: 1024 x 768,41,PCD: 1024 x 1024,18023,numeric array,numeric array,numeric array,normal,0
4/1/2023 0:02,15.99710716,0.085089805,398.5431671,38,31,1,RGB: 1024 x 768,36,PCD: 1024 x 1024,18088,numeric array,numeric array,numeric array,slow,1
4/1/2023 0:24,80.54752078,0.017702206,266.275011,85,112,4,RGB: 1024 x 768,34,PCD: 1024 x 1024,16672,numeric array,numeric array,numeric array,normal,0
4/1/2023 0:32,99.56105779,0.0021429,169.609501,28,120,3,RGB: 1024 x 768,28,PCD: 1024 x 1024,38244,numeric array,numeric array,numeric array,normal,0
4/1/2023 0:05,91.54413171,0.006143999,263.6241665,73,31,6,RGB: 1024 x 768,17,PCD: 1024 x 1024,10815,numeric array,numeric array,numeric array,normal,0
4/1/2023 0:33,107.5820524,0.007610801,199.683293,27,110,2,RGB: 1024 x 768,19,PCD: 1024 x 1024,17069,numeric array,numeric array,numeric array,normal,0
4/1/2023 0:00,86.50570449,0.207212826,357.9438889,34,42,0,RGB: 1024 x 768,28,PCD: 1024 x 1024,29290,numeric array,numeric array,numeric array,normal,1
4/1/2023 1:18,89.5075717,0.002876172,181.387174,41,82,4,RGB: 1024 x 768,36,PCD: 1024 x 1024,19704,numeric array,numeric array,numeric array,normal,0
4/1/2023 0:01,136.9486317,0.01074728,130.4008357,50,36,2,RGB: 1024 x 768,38,PCD: 1024 x 1024,30691,numeric array,numeric array,numeric array,error,0
4/1/2023 0:45,82.73478875,0.013517461,198.0869359,38,54,0,RGB: 1024 x 768,49,PCD: 1024 x 1024,29585,numeric array,numeric array,numeric array,normal,0
4/1/2023 1:22,101.7373688,0.008618324,201.0813315,76,65,6,RGB: 1024 x 768,17,PCD: 1024 x 1024,10465,numeric array,numeric array,numeric array,error,0
4/1/2023 0:11,109.2390341,0.012286621,214.095901,99,118,0,RGB: 1024 x 768,55,PCD: 1024 x 1024,18463,numeric array,numeric array,numeric array,normal,0
4/1/2023 0:06,53.00924416,0.152556959,543.2742972,16,72,2,RGB: 1024 x 768,26,PCD: 1024 x 1024,13595,numeric array,numeric array,numeric array,error,1
4/1/2023 0:35,96.65196618,0.01363397,101.0202862,43,33,2,RGB: 1024 x 768,29,PCD: 1024 x 1024,14417,numeric array,numeric array,numeric array,normal,0
4/1/2023 1:17,122.2294115,0.015761743,215.7354971,17,39,6,RGB: 1024 x 768,47,PCD: 1024 x 1024,27250,numeric array,numeric array,numeric array,normal,0
4/1/2023 0:00,78.44382606,0.319346843,142.4894012,10,92,2,RGB: 1024 x 768,34,PCD: 1024 x 1024,21903,numeric array,numeric array,numeric array,error,1
4/1/2023 1:16,106.3267011,0.002382011,260.5819813,22,47,1,RGB: 1024 x 768,60,PCD: 1024 x 1024,12592,numeric array,numeric array,numeric array,normal,0
4/1/2023 1:06,108.2972373,0.017714034,147.8612472,96,47,3,RGB: 1024 x 768,58,PCD: 1024 x 1024,16444,numeric array,numeric array,numeric array,normal,0
4/1/2023 1:19,95.41584079,0.011594042,198.1042661,46,65,0,RGB: 1024 x 768,32,PCD: 1024 x 1024,38945,numeric array,numeric array,numeric array,normal,0
4/1/2023 1:07,72.22235903,0.012700089,130.0328476,93,87,4,RGB: 1024 x 768,54,PCD: 1024 x 1024,15426,numeric array,numeric array,numeric array,normal,0
4/1/2023 0:38,106.2759733,0.011570647,217.5545646,53,83,4,RGB: 1024 x 768,33,PCD: 1024 x 1024,23473,numeric array,numeric array,numeric array,normal,0
4/1/2023 1:06,88.38077545,0.004671587,226.000219,68,81,3,RGB: 1024 x 768,57,PCD: 1024 x 1024,28600,numeric array,numeric array,numeric array,normal,0
4/1/2023 0:50,57.51766603,0.009808381,125.8761742,53,33,4,RGB: 1024 x 768,27,PCD: 1024 x 1024,24182,numeric array,numeric array,numeric array,normal,0
4/1/2023 1:04,97.06914473,0.011663802,180.8260991,94,82,6,RGB: 1024 x 768,45,PCD: 1024 x 1024,19104,numeric array,numeric array,numeric array,normal,0
4/1/2023 0:26,56.17974275,0.008423668,145.8579736,85,50,1,RGB: 1024 x 768,59,PCD: 1024 x 1024,22406,numeric array,numeric array,numeric array,normal,0
4/1/2023 1:04,105.6945947,0.017622586,227.9830785,47,59,2,RGB: 1024 x 768,57,PCD: 1024 x 1024,16046,numeric array,numeric array,numeric array,normal,0
4/1/2023 0:36,81.13633212,0.009584553,242.5018198,24,87,4,RGB: 1024 x 768,41,PCD: 1024 x 1024,18114,numeric array,numeric array,numeric array,normal,0
4/1/2023 0:42,93.87848741,0.015417916,185.9393769,1,77,1,RGB: 1024 x 768,38,PCD: 1024 x 1024,30582,numeric array,numeric array,numeric array,normal,0
4/1/2023 0:03,88.40762178,0.015410562,235.8631772,14,37,0,RGB: 1024 x 768,30,PCD: 1024 x 1024,31112,numeric array,numeric array,numeric array,normal,0
4/1/2023 0:16,110.6350564,0.008184342,273.5330995,76,73,5,RGB: 1024 x 768,48,PCD: 1024 x 1024,11272,numeric array,numeric array,numeric array,normal,0
4/1/2023 1:03,107.3134045,0.018814898,175.1518434,78,39,5,RGB: 1024 x 768,56,PCD: 1024 x 1024,34615,numeric array,numeric array,numeric array,normal,0
4/1/2023 0:21,100.1552893,0.012521354,211.3271375,7,46,1,RGB: 1024 x 768,32,PCD: 1024 x 1024,18509,numeric array,numeric array,numeric array,normal,0
4/1/2023 0:47,118.7033757,0.010011158,192.5910733,24,87,4,RGB: 1024 x 768,59,PCD: 1024 x 1024,20566,numeric array,numeric array,numeric array,normal,0
4/1/2023 0:29,102.8437242,0.001147594,321.9937233,74,42,4,RGB: 1024 x 768,23,PCD: 1024 x 1024,27905,numeric array,numeric array,numeric array,normal,0
4/1/2023 0:01,94.1183777,0.011837552,298.4378655,90,37,2,RGB: 1024 x 768,60,PCD: 1024 x 1024,31939,numeric array,numeric array,numeric array,normal,0
4/1/2023 0:08,85.66689339,0.009986069,141.0713608,97,49,6,RGB: 1024 x 768,35,PCD: 1024 x 1024,31292,numeric array,numeric array,numeric array,normal,0
4/1/2023 0:00,90.99041965,0.007052738,275.805809,59,93,6,RGB: 1024 x 768,27,PCD: 1024 x 1024,17967,numeric array,numeric array,numeric array,normal,0
4/1/2023 0:29,111.1319124,0.00439791,282.9434847,19,42,3,RGB: 1024 x 768,59,PCD: 1024 x 1024,14277,numeric array,numeric array,numeric array,normal,0
4/1/2023 1:11,70.06702329,0.013301715,152.7623574,69,39,6,RGB: 1024 x 768,40,PCD: 1024 x 1024,12551,numeric array,numeric array,numeric array,normal,0
4/1/2023 0:23,88.69873194,0.008779858,187.6041987,10,61,1,RGB: 1024 x 768,30,PCD: 1024 x 1024,26436,numeric array,numeric array,numeric array,normal,0
4/1/2023 1:07,105.8996058,0.006944994,188.3060198,23,111,4,RGB: 1024 x 768,20,PCD: 1024 x 1024,20562,numeric array,numeric array,numeric array,normal,0
4/1/2023 0:25,97.09510811,0.003552597,265.3567712,30,79,1,RGB: 1024 x 768,29,PCD: 1024 x 1024,11602,numeric array,numeric array,numeric array,normal,0
4/1/2023 0:58,131.4376525,0.015952375,239.9832258,33,117,1,RGB: 1024 x 768,32,PCD: 1024 x 1024,38390,numeric array,numeric array,numeric array,normal,0
4/1/2023 0:35,82.15882161,0.014955956,232.8058101,42,93,4,RGB: 1024 x 768,25,PCD: 1024 x 1024,35983,numeric array,numeric array,numeric array,normal,0
